Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude
41933887,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,869 PARK AVENUE,PARK AVENUE,MARCUS GARVEY BOULEVARD,BROADWAY,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 15:34,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 15:46,03 BROOKLYN,3015797501,BROOKLYN,1000761,193813,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69863328,-73.94045509
41933815,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,220 LENOX AVENUE,LENOX AVENUE,WEST 121 STREET,WEST 122 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,4/10/2019 11:03,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:10,10 MANHATTAN,1017200035,MANHATTAN,998846,232675,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80530297,-73.94727695
41933164,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10458,2734 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST 194 STREET,EAST 196 STREET,,,ADDRESS,BRONX,,N/A,Assigned,4/10/2019 11:01,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:09,07 BRONX,2032870056,BRONX,1014474,254887,PHONE,Unspecified,BRONX,,,,,,,,40.86622879,-73.8907261
41933001,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10014,14 GAY STREET,GAY STREET,WAVERLY PLACE,BEND,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 23:27,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 23:30,02 MANHATTAN,1005930048,MANHATTAN,984119,206536,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73357027,-74.00047268
41932738,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11218,3824 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,38 STREET,39 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 1:29,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 0:00,12 BROOKLYN,3052880052,BROOKLYN,987021,173720,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64349747,-73.99001498
41932421,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,2856 WEBB AVENUE,WEBB AVENUE,WEST 197 STREET,RESERVOIR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,4/10/2019 18:15,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 18:27,08 BRONX,2032500071,BRONX,1011734,257483,PHONE,Unspecified,BRONX,,,,,,,,40.87336297,-73.90062183
41932375,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11215,315 6 STREET,6 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 11:04,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:07,06 BROOKLYN,3009870051,BROOKLYN,988266,183869,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67135377,-73.98552271
41932293,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385,90-16 UNION TURNPIKE,UNION TURNPIKE,MARGARET PLACE,LONG ISLAND RAILROAD,,,ADDRESS,Ridgewood,,N/A,Assigned,4/10/2019 19:45,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 19:55,06 QUEENS,4038800067,QUEENS,1024014,196588,PHONE,Unspecified,QUEENS,,,,,,,,40.70617606,-73.85657969
41932256,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,225 WEST 23 STREET,WEST 23 STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,4/10/2019 20:50,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:53,Unspecified MANHATTAN,,MANHATTAN,985233,210605,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74473861,-73.99645248
41932230,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,194 STUYVESANT AVENUE,STUYVESANT AVENUE,QUINCY STREET,GATES AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 3:11,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 3:19,03 BROOKLYN,3016300045,BROOKLYN,1002780,190153,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68858343,-73.93318388
41932210,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306,586 GREELEY AVENUE,GREELEY AVENUE,OLYMPIA BOULEVARD,COLONY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,4/10/2019 17:25,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 17:38,02 STATEN ISLAND,5038880036,STATEN ISLAND,957971,147053,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5702635,-74.0945899
41931830,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11433,164-18 109 ROAD,109 ROAD,DEAD END,167 STREET,,,ADDRESS,Jamaica,,N/A,Assigned,4/10/2019 7:42,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 7:47,12 QUEENS,4101840056,QUEENS,1043268,192690,PHONE,Unspecified,QUEENS,,,,,,,,40.69536952,-73.78716899
41931817,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10030,123 WEST  133 STREET,WEST  133 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,4/10/2019 16:08,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 16:18,10 MANHATTAN,1019180020,MANHATTAN,1000049,235588,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81329627,-73.94292467
41931805,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10458,116 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,VAN CORTLANDT AVENUE EAST,EAST 206 STREET,,,ADDRESS,BRONX,,N/A,Closed,4/10/2019 17:23,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 17:38,07 BRONX,2033130040,BRONX,1016462,258514,PHONE,Unspecified,BRONX,,,,,,,,40.87617676,-73.88352112
41931586,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10032,427 WEST  154 STREET,WEST  154 STREET,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 20:45,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:53,09 MANHATTAN,1020687502,MANHATTAN,1000228,241823,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83040926,-73.94226317
41931542,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,10017,3 MITCHELL PLACE,MITCHELL PLACE,1 AVENUE,BEEKMAN PLACE,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 12:49,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 12:53,06 MANHATTAN,1013610001,MANHATTAN,993607,213701,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75323146,-73.96622746
41930761,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11434,,,,,155 STREET,119 AVENUE,INTERSECTION,JAMAICA,,N/A,Assigned,4/10/2019 11:48,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:54,Unspecified QUEENS,,QUEENS,1043208,187089,PHONE,Unspecified,QUEENS,,,,,,,,40.6799965,-73.78743437
41930749,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,2538 MICKLE AVENUE,MICKLE AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,4/10/2019 17:52,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 17:59,11 BRONX,2044860024,BRONX,1028291,254021,PHONE,Unspecified,BRONX,,,,,,,,40.86379377,-73.84077696
41930158,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11212,431 REMSEN AVENUE,REMSEN AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,4/10/2019 12:14,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 12:18,Unspecified BROOKLYN,,BROOKLYN,1005743,178109,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65551867,-73.9225382
41930099,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10075,440 EAST 78 STREET,EAST 78 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,4/10/2019 13:19,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 13:28,Unspecified MANHATTAN,,MANHATTAN,997544,220142,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7709053,-73.95200478
41929434,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10013,135 WATTS STREET,WATTS STREET,GREENWICH STREET,WASHINGTON STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 11:24,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:28,01 MANHATTAN,1002240024,MANHATTAN,981542,203092,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72411692,-74.00976981
41929421,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11206,772 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 14:09,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 14:12,03 BROOKLYN,3017540016,BROOKLYN,997588,192510,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6950622,-73.9519007
41929367,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,1-2 Family Dwelling,10306,8 THAYER PLACE,THAYER PLACE,THOLLEN STREET,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,4/10/2019 13:19,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 13:27,03 STATEN ISLAND,5050280026,STATEN ISLAND,947755,141559,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.55514738,-74.13133217
41929359,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,2844 FREDRICK DOUGLASS BOULEVARD,FREDRICK DOUGLASS BOULEVARD,WEST 150 STREET,WEST 151 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 20:07,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:14,10 MANHATTAN,1020360061,MANHATTAN,1001052,240370,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82641966,-73.93928926
41929271,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10075,334 EAST   79 STREET,EAST   79 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 9:07,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 9:17,08 MANHATTAN,1014530035,MANHATTAN,996955,220883,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77294002,-73.95412984
41929252,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,12 VERNON AVENUE,VERNON AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,4/10/2019 22:18,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 22:21,Unspecified BROOKLYN,,BROOKLYN,997642,192158,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69409596,-73.95170667
41929231,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Mixed Use Building,10031,611 WEST  148 STREET,WEST  148 STREET,BROADWAY,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,4/10/2019 10:49,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 10:51,09 MANHATTAN,1020950023,MANHATTAN,998139,241193,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82868362,-73.94981311
41928704,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11355,43-37 MURRAY STREET,MURRAY STREET,DELAWARE AVENUE,ELM AVENUE,,,ADDRESS,Flushing,,N/A,Assigned,4/10/2019 12:44,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 12:52,07 QUEENS,4054120011,QUEENS,1036677,215454,PHONE,Unspecified,QUEENS,,,,,,,,40.75789251,-73.81076006
41928651,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10026,35 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,4/10/2019 7:55,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 7:58,Unspecified MANHATTAN,,MANHATTAN,996110,233110,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80650102,-73.95715904
41928549,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,11218,101 CLARA STREET,CLARA STREET,CHESTER AVENUE,36 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 20:43,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:51,12 BROOKLYN,3053100013,BROOKLYN,988726,173553,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64303839,-73.9838713
41927954,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10075,420 EAST 78 STREET,EAST 78 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,4/10/2019 13:21,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 13:28,Unspecified MANHATTAN,,MANHATTAN,997487,220173,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77099047,-73.9522105
41927898,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10031,530 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,4/10/2019 22:33,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 22:45,09 MANHATTAN,1020780051,MANHATTAN,998734,240559,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82694252,-73.94766449
41927656,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1707 MADISON STREET,MADISON STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,Ridgewood,,N/A,Closed,4/10/2019 9:02,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 9:11,05 QUEENS,4034570061,QUEENS,1009996,194693,PHONE,Unspecified,QUEENS,,,,,,,,40.70102663,-73.90714684
41927227,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11213,1496 PACIFIC STREET,PACIFIC STREET,KINGSTON AVENUE,ALBANY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 20:03,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:14,08 BROOKLYN,3012100024,BROOKLYN,1000871,185974,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67711682,-73.94007772
41927226,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11385,64-13 SHALER AVENUE,SHALER AVENUE,64 STREET,64 PLACE,,,ADDRESS,Ridgewood,,N/A,Assigned,4/10/2019 14:33,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 14:37,05 QUEENS,4036320027,QUEENS,1013916,195321,ONLINE,Unspecified,QUEENS,,,,,,,,40.70273806,-73.89300657
41927152,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11249,429 KENT AVENUE,KENT AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Assigned,4/10/2019 20:00,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 20:03,Unspecified BROOKLYN,,BROOKLYN,993185,197771,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70950795,-73.96777175
41927120,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,10075,334 EAST   79 STREET,EAST   79 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,4/10/2019 9:21,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 9:27,08 MANHATTAN,1014530035,MANHATTAN,996955,220883,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77294002,-73.95412984
41926661,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10030,123 WEST  133 STREET,WEST  133 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,4/10/2019 16:19,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 16:32,10 MANHATTAN,1019180020,MANHATTAN,1000049,235588,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81329627,-73.94292467
41926425,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10075,418 EAST 78 STREET,EAST 78 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,4/10/2019 14:22,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 14:27,Unspecified MANHATTAN,,MANHATTAN,997463,220186,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77102619,-73.95229713
41926376,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10458,2384 HOFFMAN STREET,HOFFMAN STREET,EAST 184 STREET,EAST 187 STREET,,,ADDRESS,BRONX,,N/A,Assigned,4/10/2019 14:47,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 14:53,06 BRONX,2030650035,BRONX,1014998,250997,PHONE,Unspecified,BRONX,,,,,,,,40.85555011,-73.88884944
41926271,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11230,1820 AVENUE N,AVENUE N,,,,,LATLONG,BROOKLYN,,N/A,Assigned,4/10/2019 17:03,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 17:08,Unspecified BROOKLYN,,BROOKLYN,996454,163662,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61588241,-73.95604232
41925701,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,11222,167 EAGLE STREET,EAGLE STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 11:18,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:25,01 BROOKLYN,3024960051,BROOKLYN,996991,207157,PHONE,Unspecified,BROOKLYN,,,,,,,,40.73526559,-73.95402587
41925697,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10453,2095 CRESTON AVENUE,CRESTON AVENUE,,,,,LATLONG,BRONX,,N/A,Assigned,4/10/2019 17:54,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 17:57,Unspecified BRONX,,BRONX,1010847,250544,MOBILE,Unspecified,BRONX,,,,,,,,40.85432025,-73.90385662
41925677,3/11/2019 0:00,3/11/2019 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11226,466 EAST   26 STREET,EAST   26 STREET,NEWKIRK AVENUE,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,4/10/2019 13:49,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 13:54,17 BROOKLYN,3052120056,BROOKLYN,997510,172125,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63911004,-73.95222208
41925669,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10472,1117 MANOR AVENUE,MANOR AVENUE,,,,,LATLONG,BRONX,,N/A,Assigned,4/10/2019 11:30,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 11:33,Unspecified BRONX,,BRONX,1018512,240555,MOBILE,Unspecified,BRONX,,,,,,,,40.82687696,-73.87620009
41924981,3/11/2019 0:00,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11206,778 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,4/10/2019 14:06,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,3/11/2019 14:12,03 BROOKLYN,3017540020,BROOKLYN,997627,192516,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69507861,-73.95176005
